City/District,Waste Type,Waste Generated (Tons/Day),Recycling Rate (%),Population Density (People/km²),Municipal Efficiency Score (1-10),Disposal Method,Cost of Waste Management (₹/Ton),Awareness Campaigns Count,Landfill Name,"Landfill Location (Lat, Long)",Landfill Capacity (Tons),Year
Indore,Hazardous,7020,79,2929,6,Composting,3768,18,Indore Landfill,"24.6237, 95.1044",61142,2023
Vadodara,Plastic,5125,37,21598,8,Landfill,3475,6,Vadodara Landfill,"31.3853, 71.6585",24927,2019
Vadodara,Organic,8038,72,21598,7,Recycling,1843,19,Vadodara Landfill,"31.3853, 71.6585",24927,2019
Vadodara,E-Waste,7388,32,21598,7,Recycling,4606,20,Vadodara Landfill,"31.3853, 71.6585",24927,2019
Vadodara,Construction,6364,77,21598,6,Incineration,2720,3,Vadodara Landfill,"31.3853, 71.6585",24927,2019
Vadodara,Hazardous,5593,33,21598,6,Landfill,1520,5,Vadodara Landfill,"31.3853, 71.6585",24927,2019
Vadodara,Plastic,1128,30,21598,7,Incineration,2941,0,Vadodara Landfill,"31.3853, 71.6585",24927,2020
Vadodara,Organic,2600,50,21598,5,Incineration,609,8,Vadodara Landfill,"31.3853, 71.6585",24927,2020
Vadodara,E-Waste,6120,47,21598,8,Landfill,1084,19,Vadodara Landfill,"31.3853, 71.6585",24927,2020
Vadodara,Construction,8236,53,21598,5,Recycling,4879,15,Vadodara Landfill,"31.3853, 71.6585",24927,2020
Vadodara,Hazardous,4637,73,21598,8,Recycling,2427,5,Vadodara Landfill,"31.3853, 71.6585",24927,2020
Vadodara,Plastic,7724,36,21598,8,Composting,509,11,Vadodara Landfill,"31.3853, 71.6585",24927,2021
Vadodara,Organic,9247,48,21598,8,Incineration,683,0,Vadodara Landfill,"31.3853, 71.6585",24927,2021
Vadodara,E-Waste,6645,81,21598,7,Composting,2420,17,Vadodara Landfill,"31.3853, 71.6585",24927,2021
Vadodara,Construction,8397,75,21598,6,Incineration,2919,16,Vadodara Landfill,"31.3853, 71.6585",24927,2021
Vadodara,Hazardous,2986,33,21598,5,Composting,755,17,Vadodara Landfill,"31.3853, 71.6585",24927,2021
Vadodara,Plastic,7390,46,21598,5,Incineration,3675,9,Vadodara Landfill,"31.3853, 71.6585",24927,2022
Vadodara,Organic,3591,71,21598,5,Recycling,3317,12,Vadodara Landfill,"31.3853, 71.6585",24927,2022
Vadodara,E-Waste,4487,46,21598,7,Composting,989,7,Vadodara Landfill,"31.3853, 71.6585",24927,2022
Vadodara,Construction,5732,79,21598,6,Incineration,4010,6,Vadodara Landfill,"31.3853, 71.6585",24927,2022
Vadodara,Hazardous,2037,35,21598,8,Composting,3000,0,Vadodara Landfill,"31.3853, 71.6585",24927,2022
Vadodara,Plastic,1325,60,21598,6,Recycling,3482,20,Vadodara Landfill,"31.3853, 71.6585",24927,2023
Vadodara,Organic,2028,85,21598,5,Landfill,2092,8,Vadodara Landfill,"31.3853, 71.6585",24927,2023
Vadodara,E-Waste,9199,35,21598,10,Composting,4382,18,Vadodara Landfill,"31.3853, 71.6585",24927,2023
Vadodara,Construction,5872,38,21598,8,Incineration,2663,0,Vadodara Landfill,"31.3853, 71.6585",24927,2023
Vadodara,Hazardous,6592,45,21598,5,Incineration,4874,20,Vadodara Landfill,"31.3853, 71.6585",24927,2023
Guwahati,Plastic,2374,37,22866,5,Recycling,1243,13,Guwahati Landfill,"19.7894, 85.8429",60935,2019
Guwahati,Organic,8355,47,22866,10,Landfill,4050,6,Guwahati Landfill,"19.7894, 85.8429",60935,2019
Guwahati,E-Waste,9369,37,22866,9,Landfill,1382,12,Guwahati Landfill,"19.7894, 85.8429",60935,2019
Guwahati,Construction,8457,79,22866,6,Incineration,1687,7,Guwahati Landfill,"19.7894, 85.8429",60935,2019
Guwahati,Hazardous,4891,56,22866,5,Recycling,3499,11,Guwahati Landfill,"19.7894, 85.8429",60935,2019
Guwahati,Plastic,822,80,22866,6,Landfill,4966,13,Guwahati Landfill,"19.7894, 85.8429",60935,2020
Guwahati,Organic,4079,73,22866,8,Incineration,2246,18,Guwahati Landfill,"19.7894, 85.8429",60935,2020
Guwahati,E-Waste,4047,58,22866,6,Recycling,4462,3,Guwahati Landfill,"19.7894, 85.8429",60935,2020
Guwahati,Construction,3438,63,22866,8,Incineration,1247,1,Guwahati Landfill,"19.7894, 85.8429",60935,2020
Guwahati,Hazardous,3115,46,22866,6,Composting,4252,17,Guwahati Landfill,"19.7894, 85.8429",60935,2020
Guwahati,Plastic,1484,78,22866,6,Composting,4003,3,Guwahati Landfill,"19.7894, 85.8429",60935,2021
Guwahati,Organic,4543,79,22866,7,Recycling,3813,13,Guwahati Landfill,"19.7894, 85.8429",60935,2021
Guwahati,E-Waste,7401,82,22866,9,Incineration,4307,3,Guwahati Landfill,"19.7894, 85.8429",60935,2021
Guwahati,Construction,9218,84,22866,9,Composting,1433,7,Guwahati Landfill,"19.7894, 85.8429",60935,2021
Guwahati,Hazardous,7562,74,22866,6,Incineration,3410,18,Guwahati Landfill,"19.7894, 85.8429",60935,2021
Guwahati,Plastic,6340,47,22866,9,Incineration,2172,3,Guwahati Landfill,"19.7894, 85.8429",60935,2022
Guwahati,Organic,1976,39,22866,5,Composting,930,8,Guwahati Landfill,"19.7894, 85.8429",60935,2022
Guwahati,E-Waste,9002,39,22866,8,Recycling,2298,17,Guwahati Landfill,"19.7894, 85.8429",60935,2022
Guwahati,Construction,9229,69,22866,8,Landfill,728,0,Guwahati Landfill,"19.7894, 85.8429",60935,2022
Guwahati,Hazardous,3522,70,22866,9,Composting,1428,16,Guwahati Landfill,"19.7894, 85.8429",60935,2022
Guwahati,Plastic,5833,70,22866,5,Incineration,1084,18,Guwahati Landfill,"19.7894, 85.8429",60935,2023
Guwahati,Organic,7866,47,22866,7,Incineration,2757,18,Guwahati Landfill,"19.7894, 85.8429",60935,2023
Guwahati,E-Waste,4726,55,22866,7,Recycling,702,1,Guwahati Landfill,"19.7894, 85.8429",60935,2023
Guwahati,Construction,1243,47,22866,10,Composting,3422,10,Guwahati Landfill,"19.7894, 85.8429",60935,2023
Guwahati,Hazardous,9261,66,22866,6,Landfill,2036,1,Guwahati Landfill,"19.7894, 85.8429",60935,2023
Coimbatore,Plastic,8029,41,12073,8,Recycling,1562,13,Coimbatore Landfill,"31.9729, 76.5516",98572,2019
Coimbatore,Organic,3277,45,12073,8,Incineration,4870,15,Coimbatore Landfill,"31.9729, 76.5516",98572,2019
Coimbatore,E-Waste,9389,45,12073,8,Incineration,1177,14,Coimbatore Landfill,"31.9729, 76.5516",98572,2019
Coimbatore,Construction,1031,36,12073,8,Composting,4921,17,Coimbatore Landfill,"31.9729, 76.5516",98572,2019
Coimbatore,Hazardous,5816,67,12073,5,Recycling,4556,15,Coimbatore Landfill,"31.9729, 76.5516",98572,2019
Coimbatore,Plastic,6548,55,12073,7,Landfill,4731,15,Coimbatore Landfill,"31.9729, 76.5516",98572,2020
Coimbatore,Organic,5804,68,12073,5,Incineration,4100,8,Coimbatore Landfill,"31.9729, 76.5516",98572,2020
Coimbatore,E-Waste,7649,53,12073,10,Landfill,2381,4,Coimbatore Landfill,"31.9729, 76.5516",98572,2020
Coimbatore,Construction,953,66,12073,8,Landfill,2355,1,Coimbatore Landfill,"31.9729, 76.5516",98572,2020
Coimbatore,Hazardous,747,59,12073,7,Recycling,4295,4,Coimbatore Landfill,"31.9729, 76.5516",98572,2020
Coimbatore,Plastic,6863,75,12073,7,Landfill,2635,13,Coimbatore Landfill,"31.9729, 76.5516",98572,2021
Coimbatore,Organic,8447,42,12073,5,Composting,2764,17,Coimbatore Landfill,"31.9729, 76.5516",98572,2021
Coimbatore,E-Waste,4259,81,12073,7,Composting,4070,11,Coimbatore Landfill,"31.9729, 76.5516",98572,2021
Coimbatore,Construction,8174,57,12073,9,Recycling,862,9,Coimbatore Landfill,"31.9729, 76.5516",98572,2021
Coimbatore,Hazardous,4274,60,12073,6,Incineration,1901,10,Coimbatore Landfill,"31.9729, 76.5516",98572,2021
Coimbatore,Plastic,3522,75,12073,10,Landfill,925,11,Coimbatore Landfill,"31.9729, 76.5516",98572,2022
Coimbatore,Organic,5021,78,12073,9,Composting,2258,19,Coimbatore Landfill,"31.9729, 76.5516",98572,2022
Coimbatore,E-Waste,6743,52,12073,6,Landfill,4958,10,Coimbatore Landfill,"31.9729, 76.5516",98572,2022
Coimbatore,Construction,2139,54,12073,6,Recycling,3884,6,Coimbatore Landfill,"31.9729, 76.5516",98572,2022
Coimbatore,Hazardous,580,31,12073,8,Landfill,1968,5,Coimbatore Landfill,"31.9729, 76.5516",98572,2022
Coimbatore,Plastic,963,38,12073,8,Recycling,2999,0,Coimbatore Landfill,"31.9729, 76.5516",98572,2023
Coimbatore,Organic,8565,52,12073,7,Landfill,3047,20,Coimbatore Landfill,"31.9729, 76.5516",98572,2023
Coimbatore,E-Waste,8883,43,12073,7,Landfill,3454,20,Coimbatore Landfill,"31.9729, 76.5516",98572,2023
Coimbatore,Construction,9121,40,12073,9,Landfill,4566,11,Coimbatore Landfill,"31.9729, 76.5516",98572,2023
Coimbatore,Hazardous,6047,82,12073,9,Incineration,3133,20,Coimbatore Landfill,"31.9729, 76.5516",98572,2023
Ranchi,Plastic,9222,76,17422,8,Recycling,4212,14,Ranchi Landfill,"13.4978, 84.8338",98646,2019
Ranchi,Organic,2865,82,17422,9,Landfill,3272,14,Ranchi Landfill,"13.4978, 84.8338",98646,2019
Ranchi,E-Waste,7540,60,17422,5,Incineration,1776,2,Ranchi Landfill,"13.4978, 84.8338",98646,2019
Ranchi,Construction,8974,41,17422,8,Recycling,4536,15,Ranchi Landfill,"13.4978, 84.8338",98646,2019
Ranchi,Hazardous,6183,43,17422,5,Recycling,1377,12,Ranchi Landfill,"13.4978, 84.8338",98646,2019
Ranchi,Plastic,1270,34,17422,7,Landfill,1071,11,Ranchi Landfill,"13.4978, 84.8338",98646,2020
Ranchi,Organic,6090,44,17422,7,Landfill,2447,0,Ranchi Landfill,"13.4978, 84.8338",98646,2020
Ranchi,E-Waste,9848,79,17422,10,Landfill,675,11,Ranchi Landfill,"13.4978, 84.8338",98646,2020
Ranchi,Construction,3883,38,17422,7,Recycling,2577,5,Ranchi Landfill,"13.4978, 84.8338",98646,2020
Ranchi,Hazardous,7762,68,17422,6,Incineration,1158,0,Ranchi Landfill,"13.4978, 84.8338",98646,2020
Ranchi,Plastic,9164,69,17422,5,Composting,4385,14,Ranchi Landfill,"13.4978, 84.8338",98646,2021
Ranchi,Organic,4838,61,17422,8,Composting,2006,10,Ranchi Landfill,"13.4978, 84.8338",98646,2021
Ranchi,E-Waste,9929,85,17422,9,Recycling,1475,14,Ranchi Landfill,"13.4978, 84.8338",98646,2021
Ranchi,Construction,4213,65,17422,7,Recycling,794,15,Ranchi Landfill,"13.4978, 84.8338",98646,2021
Ranchi,Hazardous,4130,65,17422,8,Incineration,3340,17,Ranchi Landfill,"13.4978, 84.8338",98646,2021
Ranchi,Plastic,9721,30,17422,8,Composting,1126,7,Ranchi Landfill,"13.4978, 84.8338",98646,2022
Ranchi,Organic,8205,40,17422,7,Recycling,1464,19,Ranchi Landfill,"13.4978, 84.8338",98646,2022
Ranchi,E-Waste,5473,73,17422,7,Recycling,3439,0,Ranchi Landfill,"13.4978, 84.8338",98646,2022
Ranchi,Construction,9588,36,17422,8,Landfill,4717,10,Ranchi Landfill,"13.4978, 84.8338",98646,2022
Ranchi,Hazardous,1182,82,17422,9,Incineration,1502,1,Ranchi Landfill,"13.4978, 84.8338",98646,2022
Ranchi,Plastic,4020,57,17422,7,Recycling,2248,13,Ranchi Landfill,"13.4978, 84.8338",98646,2023
Ranchi,Organic,7916,53,17422,6,Recycling,2047,11,Ranchi Landfill,"13.4978, 84.8338",98646,2023
Ranchi,E-Waste,1670,77,17422,5,Recycling,2924,3,Ranchi Landfill,"13.4978, 84.8338",98646,2023
Ranchi,Construction,2654,53,17422,8,Landfill,2074,16,Ranchi Landfill,"13.4978, 84.8338",98646,2023
Ranchi,Hazardous,6090,44,17422,9,Composting,1406,20,Ranchi Landfill,"13.4978, 84.8338",98646,2023
Amritsar,Plastic,6035,64,12612,9,Incineration,4276,11,Amritsar Landfill,"22.6059, 88.4682",31477,2019
Amritsar,Organic,1371,68,12612,5,Recycling,3410,19,Amritsar Landfill,"22.6059, 88.4682",31477,2019
Amritsar,E-Waste,2239,71,12612,10,Landfill,1403,0,Amritsar Landfill,"22.6059, 88.4682",31477,2019
Amritsar,Construction,9144,39,12612,8,Landfill,4250,13,Amritsar Landfill,"22.6059, 88.4682",31477,2019
Amritsar,Hazardous,4718,42,12612,9,Recycling,3452,20,Amritsar Landfill,"22.6059, 88.4682",31477,2019
Amritsar,Plastic,3121,38,12612,5,Composting,3385,4,Amritsar Landfill,"22.6059, 88.4682",31477,2020
Amritsar,Organic,6093,75,12612,5,Incineration,934,11,Amritsar Landfill,"22.6059, 88.4682",31477,2020
Amritsar,E-Waste,2840,63,12612,5,Composting,3675,6,Amritsar Landfill,"22.6059, 88.4682",31477,2020
Amritsar,Construction,1796,34,12612,6,Composting,2113,15,Amritsar Landfill,"22.6059, 88.4682",31477,2020
Amritsar,Hazardous,2868,39,12612,9,Landfill,4327,12,Amritsar Landfill,"22.6059, 88.4682",31477,2020
Amritsar,Plastic,7820,41,12612,10,Incineration,2138,5,Amritsar Landfill,"22.6059, 88.4682",31477,2021
Amritsar,Organic,9954,47,12612,5,Incineration,2864,8,Amritsar Landfill,"22.6059, 88.4682",31477,2021
Amritsar,E-Waste,7007,62,12612,10,Landfill,1571,18,Amritsar Landfill,"22.6059, 88.4682",31477,2021
Amritsar,Construction,6718,69,12612,5,Recycling,635,1,Amritsar Landfill,"22.6059, 88.4682",31477,2021
Amritsar,Hazardous,3672,33,12612,9,Composting,3888,4,Amritsar Landfill,"22.6059, 88.4682",31477,2021
Amritsar,Plastic,7276,76,12612,9,Incineration,1041,4,Amritsar Landfill,"22.6059, 88.4682",31477,2022
Amritsar,Organic,7339,39,12612,5,Recycling,1129,18,Amritsar Landfill,"22.6059, 88.4682",31477,2022
Amritsar,E-Waste,3827,77,12612,9,Composting,1254,5,Amritsar Landfill,"22.6059, 88.4682",31477,2022
Amritsar,Construction,9444,77,12612,5,Incineration,1916,5,Amritsar Landfill,"22.6059, 88.4682",31477,2022
Amritsar,Hazardous,5082,55,12612,7,Recycling,2865,3,Amritsar Landfill,"22.6059, 88.4682",31477,2022
Amritsar,Plastic,9094,46,12612,9,Incineration,4893,19,Amritsar Landfill,"22.6059, 88.4682",31477,2023
Amritsar,Organic,4936,57,12612,5,Composting,550,2,Amritsar Landfill,"22.6059, 88.4682",31477,2023
Amritsar,E-Waste,1725,54,12612,8,Landfill,4152,3,Amritsar Landfill,"22.6059, 88.4682",31477,2023
Amritsar,Construction,8689,37,12612,6,Recycling,1965,17,Amritsar Landfill,"22.6059, 88.4682",31477,2023
Amritsar,Hazardous,2184,36,12612,8,Composting,1069,14,Amritsar Landfill,"22.6059, 88.4682",31477,2023
Jodhpur,Plastic,4585,76,6465,6,Recycling,3294,10,Jodhpur Landfill,"8.9824, 77.0472",45318,2019
Jodhpur,Organic,8728,33,6465,7,Composting,4367,8,Jodhpur Landfill,"8.9824, 77.0472",45318,2019
Jodhpur,E-Waste,1527,57,6465,8,Recycling,2550,16,Jodhpur Landfill,"8.9824, 77.0472",45318,2019
Jodhpur,Construction,7646,43,6465,7,Recycling,2784,6,Jodhpur Landfill,"8.9824, 77.0472",45318,2019
Jodhpur,Hazardous,5064,42,6465,6,Landfill,3973,14,Jodhpur Landfill,"8.9824, 77.0472",45318,2019
Jodhpur,Plastic,8803,59,6465,7,Composting,2822,11,Jodhpur Landfill,"8.9824, 77.0472",45318,2020
Jodhpur,Organic,5168,58,6465,10,Incineration,2637,14,Jodhpur Landfill,"8.9824, 77.0472",45318,2020
Jodhpur,E-Waste,5159,80,6465,6,Landfill,1313,2,Jodhpur Landfill,"8.9824, 77.0472",45318,2020
Jodhpur,Construction,6671,33,6465,5,Landfill,4664,0,Jodhpur Landfill,"8.9824, 77.0472",45318,2020
Jodhpur,Hazardous,4228,37,6465,8,Composting,1756,17,Jodhpur Landfill,"8.9824, 77.0472",45318,2020
Jodhpur,Plastic,2807,34,6465,8,Incineration,4034,11,Jodhpur Landfill,"8.9824, 77.0472",45318,2021
Jodhpur,Organic,9348,64,6465,5,Incineration,4209,2,Jodhpur Landfill,"8.9824, 77.0472",45318,2021
Jodhpur,E-Waste,2294,51,6465,9,Recycling,1560,12,Jodhpur Landfill,"8.9824, 77.0472",45318,2021
Jodhpur,Construction,3487,38,6465,10,Composting,4208,8,Jodhpur Landfill,"8.9824, 77.0472",45318,2021
Jodhpur,Hazardous,5907,68,6465,9,Incineration,4668,16,Jodhpur Landfill,"8.9824, 77.0472",45318,2021
Jodhpur,Plastic,5409,62,6465,10,Recycling,2956,14,Jodhpur Landfill,"8.9824, 77.0472",45318,2022
Jodhpur,Organic,549,59,6465,5,Recycling,1345,1,Jodhpur Landfill,"8.9824, 77.0472",45318,2022
Jodhpur,E-Waste,7810,61,6465,7,Recycling,2751,7,Jodhpur Landfill,"8.9824, 77.0472",45318,2022
Jodhpur,Construction,2243,45,6465,5,Recycling,2903,10,Jodhpur Landfill,"8.9824, 77.0472",45318,2022
Jodhpur,Hazardous,2721,58,6465,9,Incineration,3965,17,Jodhpur Landfill,"8.9824, 77.0472",45318,2022
Jodhpur,Plastic,5660,76,6465,5,Composting,4168,4,Jodhpur Landfill,"8.9824, 77.0472",45318,2023
Jodhpur,Organic,1908,66,6465,9,Recycling,2321,6,Jodhpur Landfill,"8.9824, 77.0472",45318,2023
Jodhpur,E-Waste,2888,51,6465,5,Composting,3432,1,Jodhpur Landfill,"8.9824, 77.0472",45318,2023
Jodhpur,Construction,1852,50,6465,5,Landfill,3720,4,Jodhpur Landfill,"8.9824, 77.0472",45318,2023
Jodhpur,Hazardous,1919,41,6465,7,Incineration,3313,3,Jodhpur Landfill,"8.9824, 77.0472",45318,2023
Varanasi,Plastic,8397,75,7976,8,Landfill,1994,0,Varanasi Landfill,"35.156, 83.0516",79314,2019
Varanasi,Organic,8173,80,7976,10,Composting,4646,17,Varanasi Landfill,"35.156, 83.0516",79314,2019
Varanasi,E-Waste,837,81,7976,5,Recycling,740,15,Varanasi Landfill,"35.156, 83.0516",79314,2019
Varanasi,Construction,5671,55,7976,7,Incineration,550,14,Varanasi Landfill,"35.156, 83.0516",79314,2019
Varanasi,Hazardous,8242,76,7976,6,Landfill,2504,4,Varanasi Landfill,"35.156, 83.0516",79314,2019
Varanasi,Plastic,3849,45,7976,10,Recycling,2749,20,Varanasi Landfill,"35.156, 83.0516",79314,2020
Varanasi,Organic,7387,42,7976,9,Recycling,3131,10,Varanasi Landfill,"35.156, 83.0516",79314,2020
Varanasi,E-Waste,1864,61,7976,6,Incineration,878,12,Varanasi Landfill,"35.156, 83.0516",79314,2020
Varanasi,Construction,1153,52,7976,9,Composting,2917,13,Varanasi Landfill,"35.156, 83.0516",79314,2020
Varanasi,Hazardous,4781,36,7976,10,Composting,3637,2,Varanasi Landfill,"35.156, 83.0516",79314,2020
Varanasi,Plastic,7531,75,7976,5,Recycling,4035,5,Varanasi Landfill,"35.156, 83.0516",79314,2021
Varanasi,Organic,619,75,7976,8,Recycling,2547,7,Varanasi Landfill,"35.156, 83.0516",79314,2021
Varanasi,E-Waste,2201,67,7976,8,Incineration,4068,13,Varanasi Landfill,"35.156, 83.0516",79314,2021
Varanasi,Construction,8601,62,7976,7,Incineration,3571,13,Varanasi Landfill,"35.156, 83.0516",79314,2021
Varanasi,Hazardous,7991,68,7976,6,Composting,2290,2,Varanasi Landfill,"35.156, 83.0516",79314,2021
Varanasi,Plastic,9980,61,7976,6,Incineration,2451,16,Varanasi Landfill,"35.156, 83.0516",79314,2022
Varanasi,Organic,9254,60,7976,7,Composting,2642,9,Varanasi Landfill,"35.156, 83.0516",79314,2022
Varanasi,E-Waste,1352,59,7976,6,Incineration,1699,11,Varanasi Landfill,"35.156, 83.0516",79314,2022
Varanasi,Construction,525,73,7976,10,Composting,1044,16,Varanasi Landfill,"35.156, 83.0516",79314,2022
Varanasi,Hazardous,9283,30,7976,8,Landfill,2811,5,Varanasi Landfill,"35.156, 83.0516",79314,2022
Varanasi,Plastic,3202,67,7976,6,Landfill,934,18,Varanasi Landfill,"35.156, 83.0516",79314,2023
Varanasi,Organic,805,69,7976,9,Landfill,3000,18,Varanasi Landfill,"35.156, 83.0516",79314,2023
Varanasi,E-Waste,862,64,7976,5,Incineration,4718,2,Varanasi Landfill,"35.156, 83.0516",79314,2023
Varanasi,Construction,526,63,7976,6,Landfill,2877,9,Varanasi Landfill,"35.156, 83.0516",79314,2023
Varanasi,Hazardous,6410,52,7976,6,Incineration,1372,13,Varanasi Landfill,"35.156, 83.0516",79314,2023
Ludhiana,Plastic,2972,74,8678,5,Landfill,2681,4,Ludhiana Landfill,"10.3062, 77.427",69241,2019
Ludhiana,Organic,8621,38,8678,9,Landfill,583,5,Ludhiana Landfill,"10.3062, 77.427",69241,2019
Ludhiana,E-Waste,7345,63,8678,9,Recycling,4668,11,Ludhiana Landfill,"10.3062, 77.427",69241,2019
Ludhiana,Construction,1412,62,8678,9,Landfill,3885,18,Ludhiana Landfill,"10.3062, 77.427",69241,2019
Ludhiana,Hazardous,8937,81,8678,10,Landfill,3296,7,Ludhiana Landfill,"10.3062, 77.427",69241,2019
Ludhiana,Plastic,9041,43,8678,6,Composting,4975,1,Ludhiana Landfill,"10.3062, 77.427",69241,2020
Ludhiana,Organic,3139,43,8678,5,Composting,876,7,Ludhiana Landfill,"10.3062, 77.427",69241,2020
Ludhiana,E-Waste,3515,38,8678,10,Recycling,1984,15,Ludhiana Landfill,"10.3062, 77.427",69241,2020
Ludhiana,Construction,5767,31,8678,8,Recycling,2861,3,Ludhiana Landfill,"10.3062, 77.427",69241,2020
Ludhiana,Hazardous,7678,63,8678,9,Recycling,859,3,Ludhiana Landfill,"10.3062, 77.427",69241,2020
Ludhiana,Plastic,6762,72,8678,10,Composting,1588,10,Ludhiana Landfill,"10.3062, 77.427",69241,2021
Ludhiana,Organic,5285,39,8678,10,Incineration,4781,13,Ludhiana Landfill,"10.3062, 77.427",69241,2021
Ludhiana,E-Waste,8336,49,8678,8,Landfill,3267,13,Ludhiana Landfill,"10.3062, 77.427",69241,2021
Ludhiana,Construction,5808,68,8678,5,Incineration,1939,19,Ludhiana Landfill,"10.3062, 77.427",69241,2021
Ludhiana,Hazardous,4330,42,8678,9,Composting,1341,10,Ludhiana Landfill,"10.3062, 77.427",69241,2021
Ludhiana,Plastic,3119,75,8678,10,Incineration,2130,6,Ludhiana Landfill,"10.3062, 77.427",69241,2022
Ludhiana,Organic,6898,53,8678,9,Landfill,4725,10,Ludhiana Landfill,"10.3062, 77.427",69241,2022
Ludhiana,E-Waste,8336,78,8678,9,Landfill,4294,14,Ludhiana Landfill,"10.3062, 77.427",69241,2022
Ludhiana,Construction,6754,85,8678,5,Recycling,4132,0,Ludhiana Landfill,"10.3062, 77.427",69241,2022
Ludhiana,Hazardous,1636,66,8678,9,Recycling,1708,4,Ludhiana Landfill,"10.3062, 77.427",69241,2022
Ludhiana,Plastic,8158,68,8678,9,Composting,2719,13,Ludhiana Landfill,"10.3062, 77.427",69241,2023
Ludhiana,Organic,8781,42,8678,10,Recycling,3510,18,Ludhiana Landfill,"10.3062, 77.427",69241,2023
Ludhiana,E-Waste,528,58,8678,6,Recycling,4978,11,Ludhiana Landfill,"10.3062, 77.427",69241,2023
Ludhiana,Construction,4118,42,8678,9,Composting,4647,13,Ludhiana Landfill,"10.3062, 77.427",69241,2023
Ludhiana,Hazardous,1096,85,8678,7,Recycling,3839,8,Ludhiana Landfill,"10.3062, 77.427",69241,2023
Agra,Plastic,3173,73,4629,6,Landfill,2350,2,Agra Landfill,"32.4069, 92.1176",82082,2019
Agra,Organic,9052,51,4629,5,Incineration,3074,8,Agra Landfill,"32.4069, 92.1176",82082,2019
Agra,E-Waste,8371,48,4629,6,Incineration,3392,16,Agra Landfill,"32.4069, 92.1176",82082,2019
Agra,Construction,8300,38,4629,9,Incineration,2900,14,Agra Landfill,"32.4069, 92.1176",82082,2019
Agra,Hazardous,5567,34,4629,10,Incineration,1466,10,Agra Landfill,"32.4069, 92.1176",82082,2019
Agra,Plastic,3622,65,4629,5,Incineration,794,1,Agra Landfill,"32.4069, 92.1176",82082,2020
Agra,Organic,1942,45,4629,7,Recycling,4606,15,Agra Landfill,"32.4069, 92.1176",82082,2020
Agra,E-Waste,5575,75,4629,7,Landfill,4423,19,Agra Landfill,"32.4069, 92.1176",82082,2020
Agra,Construction,6444,80,4629,9,Composting,2562,6,Agra Landfill,"32.4069, 92.1176",82082,2020
Agra,Hazardous,6628,64,4629,6,Recycling,687,5,Agra Landfill,"32.4069, 92.1176",82082,2020
Agra,Plastic,9624,33,4629,8,Recycling,2599,6,Agra Landfill,"32.4069, 92.1176",82082,2021
Agra,Organic,8838,46,4629,5,Composting,4626,12,Agra Landfill,"32.4069, 92.1176",82082,2021
